Name,URL,FR,EN
ALTAIR ENGINEERING FRANCE,https://altairengineering.fr/,"Altair est un éditeur de solutions logicielles et cloud dans les domaines de la simulation (ingénierie, conception et optimisation de structures, matériaux, fabrication additive, etc.. ), du HPC (High Performance Computing) ainsi que dans l’analyse des données (IA, Cloud, Machine Learning, Data Intelligence). Avec plus de 3 000 employés a travers le monde, Altair permet aux entreprises de tout secteur d’activité de faire face a la concurrence dans un environnement de plus en plus connecté, tout en contribuant a un avenir durable.","Altair is a global technology company that provides software and cloud solutions in the areas of simulation, high-performance computing (HPC), and artificial intelligence (AI). Altair enables organizations in all industries to compete more effectively in a connected world while creating a more sustainable future."
ALSATIS,https://alsatis-reseaux.com/,"Conception, déploiement et exploitation de solutions de connectivité sur mesure (4G/5G/IoT/Wi-Fi)","Design, deployment and operation of customized connectivity solutions (4G/5G/IoT/Wi-Fi)
"
ALPHITAN,https://alphitan.com,"ALPHITAN est le premier spécialiste européen en maintenance de systemes électriques et électroniques. Notre vocation est de maintenir en condition opérationnelle les systemes électroniques et électriques tournants utilisés par nos clients industriels, ferroviaires et aéronautiques. Notre maîtrise technologique nous permet d’intervenir, aussi bien sur les appareils standards ou obsoletes, que sur les systemes les plus complexes.","ALPHITAN is the European leader in maintenance of electrical & electronic systems. Our aim is to maintain in use the electronic and electrical systems of our industrial, railway and aeronautics customers. Our technological expertise enables us to work on standard or obsolete machines as well as the most complicated systems. In Alphitan group we all share the same passion for high technologies and innovation."
ALPHA RECYCLAGE COMPOSITES,https://arcomposites.com/,L’activité d’Alpha Recyclage Composites concerne le traitement des déchets de composites par la technologie de la vapothermolyse et le recyclage des fibres de carbone obtenues dans la fabrication de semi-produits finis pour la fabrication de composites de seconde génération.,The activity of Alpha Recyclage Composites concerns the treatment of composite wastes by steam-thermolysis technology and the recycling of carbon fibers in the manufacture of semi-finished products for the manufacture of new composite materials.
ALPHA MECA,https://alphameca.fr,"Société de mécanique de précision crée en 1991, nos principaux client appartiennent aux secteurs de l’aéronautique, du spatial, de l’automobile ou du pétrolier. Nous sommes équipés de centres d’usinage 3 et 5 axes, et de tour-fraiseurs CN 2 et 5 axes. Les principaux matériaux travaillés sont l’acier, le titane, l’inconel, le bronze, l’aluminium ou le plastique.","A precision mechancial engineering firm created in 1991, our main customers operate in the aeronautics, space, automotive and oil industries. We are equipped with a 3-5 axle machining center, and a 2 and 5 axle CNC lathe. The main materials we work with are steel, titanium, inconel, bronze, aluminium and plastic."
ALMECA,https://almeca-sa.com/accueil/index.html,"USINAGE - TOURNAGE - DECOLLETAGE de pieces mécaniques de précision pour les secteurs de l'Aéronautique, Défense, Automobile et autres secteurs. Savoir-faire et expérience de pieces de tournage complexes","USINAGE - TOURNAGE - DECOLLETING precision mechanical parts for the Aeronautics, Defence, Automotive and other sectors. Expertise and experience in complex shooting
"
ALTERKRAFT LAB SAS,https://alterkraft.ch,Alterkraft est spécialisée dans la conception et le développement d'équipements aéronautiques inflight et cargo. Ce matériel est extremement innovant en raison de son poids incomparable par rapport aux meilleures technologies actuelles réalisées en carbone ou en matériaux composites. Les enjeux sont considérables tant en termes d'économies de carburant que d'empreinte carbone pour les compagnies aériennes.,"Alterkraft specializes in the design and development of inflight and cargo aeronautical equipment. This equipment is extremely innovative because of its incomparable weight compared to the best current technologies made of carbon or composite materials. The stakes are high, both in terms of fuel savings and carbon footprints for airlines.
"
ALTISPOT,https://altispot.com,Pilotage de drone professionnels démonstrations/ tests/ prestations_x000D_ modélisation 3d_x000D_ Thermographie_x000D_ Agriculture de précision,"Piloting professional drones demonstrations/ tests/ performances_x000D_ modelling 3d_x000D_ Thermography_x000D_ Precision farming
"
ARCADIA SYSTEMES,https://www.arcadia-systemes.com/,"Développement de Logiciel Embarqué pour l'Aéronautique, la Défense et le Spatial ARCADIA Systemes se spécialise dans le développement de logiciel embarqué pour l'aéronautique, la défense et le spatial. Nous gérons intégralement votre projet, de la capture du besoin a la validation, assurant une livraison clé en main sans nécessité de pilotage client. Opérant sur un modele sur devis, notre équipe basée a Mérignac est experte en logiciel embarqué temps réel critique, travaillant sur toutes plateformes : bare metal, RTOS ARINC 653, et Linux embarqué. Nous produisons du logiciel certifiable DO-178 a tout niveau de DAL, et possédons une expertise approfondie des technologies de bus de données aéronautique, spatial et militaire (A429, MIL-STD-1553, SpaceWire). Contactez-nous pour une étude de faisabilité, un prototype, ou le développement d'une application avionique sur mesure.","Embedded Software Development for Aerospace, Defense, and Space ARCADIA Systems specializes in the development of embedded software for aerospace, defense, and space sectors. We fully manage your project from requirement capture to validation, ensuring a turnkey delivery without the need for client oversight. Operating on a quote-based model, our team based in Mérignac is expert in critical real-time embedded software, working across all platforms: bare metal, RTOS ARINC 653, and embedded Linux. We produce DO-178 certifiable software at all DAL levels, and possess deep expertise in aerospace, space, and military data bus technologies (A429, MIL-STD-1553, SpaceWire). Contact us for a feasibility study, prototype, or the development of a custom avionic application."
AQUITAINE ELECTRONIQUE,https://aece-group.com,"Fondée en 1981, Aquitaine Electronique, groupe AECE, compte 140 collaborateurs répartis sur les deux unités opérationnelles de la société (AE a Serres-Castet et AEGIS a Montardon). Aquitaine Electronique est spécialisée en étude, conception, réalisation, industrialisation et intégration de systemes complets dans les domaines de l’Aéronautique civile et militaire, l’Armement et l’Industrie. Forte de plus de 40 ans d’expérience, la société propose des solutions globales et sur mesure a ses clients. Ses multiples compétences en étude et réalisation d’équipements électroniques embarqués, de bancs de test, d’outillages et de harnais électriques, en process industriels et automatismes, en mécanique et hydraulique en font un acteur majeur sur son secteur. Elle assure également la maintenance (réparation, MRO) des équipements pour ses clients. Sa structure réactive offre une adaptabilité optimale et sa capacité d’innovation (5% du CA investis dans la R&D) lui permet de pérenniser sa position d’équipementier. Certifications/Agréments : ISO 9001, ISO 14001, ISO 27001, EN 9100, AQAP 2110, MASE, PART 21G, PARTIE 145, FAR 145, CAR 573, CAA UK","Founded in 1981, Aquitaine Electronique, AECE Group, has 140 employees spread over the two operational units of the company (AE in Serres-Castet and AEGIS in Montardon). Aquitaine Electronique is specialized in Studies, Design, Manufacturing, Industrialization and Integration of complete systems for civil and military Aviation, Armament and Industry. With more than 40 years of experience, the company proposes global and tailored-made solutions to its customers. It offers a wide range of skills and expertise in design and manufacturing of on-board electronic equipments, of test benches or ground support equipments, and electric harnesses, in Industrial Processes and Automatism, in Mechanics and Hydraulics, making it a major player in its sector. The company also ensures the maintenance (repair, MRO) of equipments for its customers. Its proactive structure provides optimal adaptability and its ability to innovate (5% of its turnover invested into the research and development) allows it to perpetuate its position as an OEM. Certifications : ISO 9001, ISO 14001, ISO 27001, EN 9100, AQAP 2110, MASE, PART 21G, PARTIE 145, FAR 145, CAR 573, CAA UK"
AQUITAINE ANALYSE DE STRUCTURES,https://aquitaine-ads.com,"La SARL Aquitaine Analyse de Structures (AADS) est un bureau d’études techniques crée par une équipe d’ingénieurs en 2015. Son activité irrigue les métiers de la mécanique tant sur les aspects de conception de produits industriels que sur les problématiques de justification en calculs de structures pour garantir la qualité et la sécurité a l’usage. Appuyée sur cette double expertise, son service technique est a meme d’accompagner toute entreprise voulant réaliser l’analyse de la valeur de tout type de produit dans l’optique d’une re-conception ou d’une optimisation des couts de production visant a assurer un meilleur retour sur investissement. Nous accompagnons nos clients en régie et/ou au forfait depuis nos locaux en étant force de propositions sur les projets qu’ils nous confient principalement dans le secteur aéronautique, automobile et dans l’industrie en général. En s’appuyant sur la réalité virtuelle, nos compétences dans la modélisation numérique nous permettent d’accompagner les entreprises dans le développement de leur produit de l’avant-projet a la caractérisation des performances mécaniques avec mise en oeuvre de notes de calculs aux standards en vigueur. A partir du cahier des charges du donneur d’ordres et en partenariat avec un réseau de fabricants, nous offrons un service dit clé en main intégrant un suivi de projet allant de l’ingénierie a la réalisation du produit avec une maîtrise de la qualité, du cout de production et des délais de livraison.","Aquitaine Structures Analysis Ltd (AADS) is a technical design firm created by a team of engineers in 2015. Its activity irrigates the mechanical trades both on aspects of design of industrial products and on problems of justification in structural calculations to guarantee quality and safety in use. Based on this double expertise, its technical service is even to accompany any company wishing to carry out the analysis of the value of any type of product with a view to a re-design or optimization of production costs aimed at ensuring a better return on investment. We accompany our clients on day trips and/or package tours from our premises with proposals on the projects they entrust to us mainly in the aeronautical, automotive and industrial sectors. Based on virtual reality, our skills in numerical modelling allow us to accompany companies in the development of their product from the pre-project to the characterisation of mechanical performance with the implementation of calculation notes to the standards in force. Starting from the order maker’s specifications and in partnership with a network of manufacturers, we offer a turnkey service integrating a project monitoring from the engineering to the realization of the product with a control of quality, production cost and delivery time.
"
APITRAK / RFID DISCOVERY,http://uwinloc.com,"APITRAK / RFID Discovery est un intégrateur agnostique et multi-technologique mettant a disposition d’acteurs industriels des solutions de traçabilité, de géolocalisation et de relevé d’information de capteurs pour les biens et les personnes. Entité du Groupe PARAGON ID et construit autour de l’acquisition de plusieurs entreprises technologiques, RFID DISCOVERY cumule son expertise autour des technologies RFID/ NFC, solution de géolocalisation indoor et outdoor, a une plateforme logicielle Track & Trace dédiée aux industries pour accompagner aux mieux toutes entreprise en recherche d’une solution end to end.","APITRAK / RFID Discovery is an agnostic and multi-technology integrator providing industry players with traceability, geo-location and sensor information retrieval solutions for goods and people. Built around the acquisition of several technology companies, RFID DISCOVERY combines its expertise around RFID/ NFC technologies, indoor and outdoor geolocation solution, has a Track & Trace software platform dedicated to industries to accompany all companies in search of a solution end to end.
"
ANYWAVES,https://anywaves.eu,"ANYWAVES, seul pur équipementier antenne spatiale européen, ambitionne de devenir leader mondial des antennes pour les constellations de satellites. Basé a Toulouse, capitale européenne du spatial, ANYWAVES conçoit, fabrique et livre partout dans le monde des antennes sur étagere (COTS) ou sur mesure. Grâce a l’ingéniosité et l’efficacité de ses équipes, ANYWAVES, certifié EN9100, releve le défi de développer une nouvelle génération d’antennes a tres forte valeur ajoutée pour ses clients. Performance, fiabilité et délais courts sont la base de sa proposition de valeur.","ANYWAVES, the only pure European space antenna equipment manufacturer, aims to become the world leader in satellite constellation antennas. Based in Toulouse, Europe's space capital, ANYWAVES designs, manufactures and delivers off-the-shelf (COTS) or custom antennas worldwide. Thanks to the ingenuity and efficiency of its teams, ANYWAVES, which is EN9100* certified, is taking up the challenge of developing a new generation of antennas with very high added value for its customers. Performance, reliability and short lead times are the basis of its value proposition."
ANYFIELDS,https://anyfields.eu,"Fondée a Toulouse en 2021, ANYFIELDS est une start-up tech qui révolutionne le domaine de la mesure électromagnétique en proposant des solutions simples et rapides de mesure de la performance des antennes.","Founded in Toulouse in 2021, ANYFIELDS is a tech start-up that revolutionizes the field of electromagnetic measurement by offering simple and fast solutions for measuring antenna performance.
"
ANNEALSYS,https://annealsys.com,"Fondé en 2004, Annealsys, avec plus de 400 machines installés dans le monde entier, est l'un des principaux fabricants de systemes de traitement thermique rapide et de dépôt direct par injection de liquide. Nous fournissons nombre d'entreprises pour la fabrication de microsystemes, de capteurs, De composants optoélectroniques, de télécommunication ou de puissance. De nombreux laboratoires renommés dans le monde utilisent nos machines pour le développement de futurs composants a semi-conducteurs, ou pour les applications photovoltaiques et nanotechnologies. Annealsys possede une expertise dans le dépôt de couches d'oxydes mono et multi métalliques (céramiques) pouvant etre utilisées dans diverses applications telles que: anticorrosion, barrieres thermiques, biocide, biocompatible, catalyse hétérogene, etc. Depuis 5 ans nous développons des procédés de croissance de matériaux 2D: graphene, nitrure de bore et dichalcogénures. Notre philosophie consiste a établir une relation a long terme avec nos clients, a fournir des machines de qualité avec une fiabilité élevée, a assurer un faible cout de d’utilisation et a offrir un service clients de qualité exceptionnelle. Pour ce faire, nous avons créé un réseau mondial pour la vente et le service.","Founded in 2004, Annealsys, with more than 300 machines installed worldwide, is a leading manufacturer of rapid thermal processing and direct deposition liquid injection systems. We supply many companies for the manufacture of microsystems, sensors, optoelectronic components, telecommunication or power. Many renowned laboratories around the world use our machines for the development of future semiconductor components, or for photovoltaic and nanotechnology applications. Annealsys has expertise in the deposition of mono and multi-metallic oxide layers (ceramics) that can be used in various applications such as: anticorrosion, thermal barriers, biocide, biocompatible, heterogeneous catalysis, etc. For 5 years we have been developing 2D materials growth processes: graphene, boron nitride and dichalcogenides. Our philosophy is to establish a long-term relationship with our customers, to provide quality machines with high reliability, to ensure low cost of ownership and to provide exceptional customer service. To do this, we have created a worldwide network for sales and service."
ALTITUDE AEROSPACE FRANCE,https://altitudeaero.com/fr,"Altitude Aerospace est un bureau d’études se spécialisant dans la conception, l’analyse structurelle et la certification tant pour le développement de nouveaux programmes que pour la maintenance de flottes d’avions existantes et en service (Ingénierie de modifications, réparations, préparation et suivi de chantiers). Fondée en 2005 a Montréal, Canada dans le but de répondre a la demande croissante des opérateurs aériens en matiere de services d’ingénierie, l’entreprise a depuis ouvert un bureau a Toulouse en 2015. Avec la collaboration d’opérateurs aériens ainsi que de centres de maintenance, Altitude Aerospace a développé des produits innovants et réalisé des modifications avions (STCs) afin de répondre aux besoins spécifiques de ses clients.","Altitude Aerospace is a leading engineering firm specializing in conceptual design, structural analysis and certification both for the development of new aircraft programs as well as support for existing aircraft fleets (modifications, repairs, preparation and working parties on MRO site). Established in 2005 in Montreal, Canada to address the increasing need for in-service engineering support in the aerospace industry, the company has since opened an office in Toulouse, France in 2015. Altitude Aerospace develops, in close collaboration with aircraft operators and maintenance centers, innovative aircraft products and modifications via STCs to meet the specific needs of its customers."
CASTLE BEE,https://castlebee.fr,"Conseil en Data, Cloud et RGPD Data: Réalisation de modeles algorithmiques Mise en production de modeles algorithmiques Aide a la décision et Data Visualisation : réalisation d'applications d'aide a la décision sur mesure Cloud : Mise en production et déploiement d'infrastructures cloud et IT RGPD : Audit de conformité structure et projets, DPO Externalisé, Formations, Sensibilisations","Consulting in Data, Cloud and RGPD Data: creation of algorithmic models Production of algorithmic models Decision Support and Data Visualisation: creation of customized decision support applications Cloud: production and deployment of cloud and IT infrastructures RGPD: structure and projects compliance audit, Outsourced DPO, Formations, Sensitizations
"
CAPTELS,https://captels.com,"Captels conçoit et fabrique depuis 1985 sur son site industriel de St Mathieu de Tréviers (34) des solutions de pesage innovantes pour différents secteurs d’activité industriels et des gouvernements. Nos marchés cibles sont les industries automobiles, aéronautiques (détermination des masses et du centrage), agroalimentaires ainsi que le contrôle des surcharges routieres. Captels développe et fabrique ses propres capteurs, électroniques, algorithmes, logiciels et plateformes de pesage, ce qui nous apporte une maîtrise complete de tous les composants utilisés dans nos solutions. Captels est certifiée ISO 9001:2015, nos solutions sont exportées dans le monde entier, principalement en Afrique, Amérique Latine, Russie et Europe.","Captels develops and manufactures since 1985 in France static and dynamic weighing systems, dedicated to several industrial activities and governments. Our main customers are the automobile, aeronautics (weight and balance calculation) and food industries, as well as truck overload controls. Captels manufactures its own load cells, electronics, algorithms, softwares and platform scales, and these skills bring us the complete mastery of all embedded components. Captels is certified ISO 9001:2015, our weighing solutions are sold all around the world, mainly in Africa, Latin America, Russia and Europe."
CAPLASER,https://caplaser.fr,"Intégrateur de services informatiques destinés aux PME, associations et collectivités de la région Occitanie, CAPLASER offre des services « Cloud » depuis l’an 2000. Le Cloud hybride proposé par CAPLASER est issu de la nécessité de diminuer les couts d’exploitation du systeme d’information et d’améliorer la compétitivité. Née du Minitel en 1986, CAPLASER a développé des compétences en infrastructure systeme et logiciels de gestion comptable. A l’arrivée du réseau Internet fin des années 90, CAPLASER est déja présente avec les premiers services hébergés et ses offres de site internet et de e-commerce. En collaboration avec nos équipes, vos services tireront les meilleurs profits du Cloud, de nos services hébergés et mutualisés de messagerie, de gestion de la relation client (CRM), de gestion (ERP) mais aussi de leurs Smartphones ou leurs tablettes.","A key provider of IT services to SMEs, associations and communities in the Occitanie region, CAPLASER has been providing «Cloud» services since 2000. The hybrid Cloud proposed by CAPLASER arises from the necessity of decreasing the operating costs of the information system and of improving the competitiveness. Created in 1986 with the Minitel technology, CAPLASER developed skills in infrastructure system and accounting management software. Upon the arrival of the fine Internet network of the 90s, CAPLASER was already present with its hosted services, websites and e-commerce solutions. Collaborating with our team, you will reap the best benefits of cloud, hosted services and shared messaging, customer relationship management (CRM), Resource Planning (ERP) as well as mobility solutions such as smartphones or tablets."
CAPAERO,https://capaero.com,"Capaero propose des technologies pour la maintenance et la production de structures composites et métalliques offrant une fiabilité accrue en matiere de sureté. Elle est spécialisée dans l’expansion d’alésage a froid : calcul, fabrication de baugues et est le partenaire exclusif de la société WCI pour l’Europe et l’Asie mineure. Le procédé EB2 consiste a coupler une expansion avec un collage structural a l’aide de microcapsules de colle préalablement déposées sur la surface extérieure de la bague métallique, pour une mise oeuvre tres rapide permettant d’optimiser les pieces composites. La Technologie CompDRILL permet de percer et aléser des structures composites hybrides métal/composite sans d’élaminage des pieces en Carbone en maintenance, mais également en production. Capaero développe un outil portable automatique de réparations rapides pour les aéronefs en exploitation.","Capaero proposes technologies for the maintenance and the production of composite structures, offering increased reliability regarding safety. The EB2 process consists in coupling an expansion with a structural sticking by means of microcapsules of glue applied beforehand on the external surface of the metallic bush, allowing faster work and optimization of the composite parts. The CompDRILL technology allows to drill and to bore composite hybrid structures metal / composite without delaminating the carbon parts in maintenance, but also in production. Capaero develops an automatic portable tool for fast repairs of aircraft composite surfaces during operations."
CANOE - CENTRE TECHNOLOGIQUE NOUVELLE-AQUITAINE COMPOSITES & MATÉRIAUX AVANCÉS,https://plateforme-canoe.com/,"CANOE est un centre de R&T, spécialisé en formulation polymere et procédé de fabrication pour le développement de composites et matériaux avancés. CANOE a une forte expertise en chimie & matériaux, formulation polymere et procédé de fabrication : - formulation, mélange et mise en ouvre (thermoplastique, biosourcé, recyclé, résines photopolymérisables), - fibres (fonctionnelles, intelligentes), fibres de carbone biosourcées, - pré-imprégnés et composites thermoplastiques hautes performances, - fabrication additive (dépôt par fil fondu, robot 6 axes), - caractérisation (physicochimique, mécanique), contrôle non destructif (ultrason, IR). CANOE est le centre technologique en Région Nouvelle-Aquitaine avec une expertise métier en chimie et formulation polymere.","CANOE is an R&T center, specialized in polymer formulation and manufacturing processes for the development of composites and advanced materials. CANOE has a strong expertise in chemistry & materials, polymer formulation and manufacturing process: - formulation, mixing and implementation (thermoplastic, biosourced, recycled, photopolymerizable resins), - fibers (functional, intelligent), biosourced carbon fibers, - high performance thermoplastic prepregs and composites, - additive manufacturing (molten wire deposition, 6-axis robot), - characterization (physicochemical, mechanical), non-destructive testing (ultrasound, IR). CANOE is the technological center in the Nouvelle-Aquitaine region with professional expertise in chemistry and polymer formulation."
CALYSTEAU,https://calysteau.fr/,"Calysteau est une société spécialisée dans les SIG (Systeme d’Information Géographique) et le développement d’applications géo, de services carto ou de sites web professionnels. Calysteau intervient sur les principales technologies et références. Vous avez ainsi acces via un seul interlocuteur au meilleur des solutions logicielles propriétaires et open source. Notre expertise : le développement SIG sur mesure Quel que soit votre domaine d’activité, nous vous accompagnons dans l’analyse de votre besoin en technologies géospatiales et pendant toute la vie de votre projet. (cartographie, localisation, calcul, imagerie, optimisation, analyse et catalogue de données)","Calysteau is a company specialized in GIS (Geographic Information System) and the development of geo applications, mapping services or professional websites. Calysteau works on the main technologies and references. You have access to the best proprietary and open source software solutions through a single contact. Our expertise: custom GIS development Whatever your field of activity, we support you in the analysis of your need in geospatial technologies and during the whole life of your project. (mapping, localization, calculation, imaging, optimization, analysis and data catalog)"
CALLISTO,https://callisto-space.com/,"Callisto, société du groupe Celestia Technologies, est reconnue pour son expertise en systemes stations sols depuis plus de 25 ans. Son organisation et son expérience permettent de s’adapter a la demande du client et d’offrir une gamme de services et de produits dédiés dans trois principaux domaines : La radio-fréquence, la cryogénie et l’ingénierie en station sol. Callisto se développe particulierement sur les marchés de l'espace lointain, de la radioastronomie, du VLBI, de l'observation de la terre et du Satcom principalement en Europe, aux Etats-Unis et en Inde via des partenariats. Principaux clients : ESA/ESOC, BKG, CNES, Eumetsat, ESTEC, INMARSAT, ISRO, SED, SOFRADIR, Zodiac Data Systems - Produits : Gamme de LNA Ultra cryo, LNA Compact Cryo, LNA Ambiant, composants MMIC, équipements de mesure de température de bruit - Conseil et études en systemes de communication spatiale, ingénierie station sol. - Test de cyclage thermique sous vide (entre 60°C et -260°C ou15 K)","Callisto , part of Celestia Technologies Group, has been renowned for its expertise in systems for ground stations for over 25 years. Delivering solutions tailored to satisfy its customers’ needs, Callisto provides services and products in three main areas: Radio Frequency, Cryogeny and Ground station engineering. Callisto focuses particularly in the deep space, radio astronomy, VLBI, earth observation and Satcom markets mainly in Europe, the United States and India via partnerships. Main customer references include: ESA/ ESOC, BKG, CNES, Eumetsat, ESTEC, INMARSAT, ISRO, SED, SOFRADIR, Zodiac Data Systems - Products include: Ultra Cryo LNA range, Compact Cryo LNA range, Ambient LNA , MMIC component LNAs, Noise measurement equipment - Consulting and studies in space communication systems, ground station engineering - Vacuum thermal cycling test (between 60°C and -260°C or 15 K)"
CAZENAVE ETS SA,NA,"Fondée en 1967, la société Cazenave est un partenaire de 1er rang aupres de grandes majors de l’aeronautique. Sa spécificité réside dans son savoir faire dans le domaine du tournage, du fraisage, de la rectification et du montage. Son service logistique au service du client anime aussi un réseau de sous-traitants. Renforcée par un service méthodes, la société a développé la chaine numérique de la conception au contrôle en passant par la programmation des machines avec des outils comme CATIA, MISSLER et CALYPSO.","Created in 1967, the Cazenave company is a 1st tier partner of the main players in the aeronautics sector. Its specificity lies in its extensive expertise in turning, milling, grinding and assembling. The customer department manages a team of suppliers. With its engineering department, the company has developed the digital chain from design to control by way of programming of machines with tools such as CATIA, MISSLER and CALYPSO."
CERAMIC COATING CENTER,NA,,
CEPRESY INFORMATICS,NA,,
CENTRALE DU TRI PAR EXTRUSION,NA,Recherche et production de carburants renouvelables et de dioxyde de carbone par transformation de matériaux hudrocarbonés et de leurs déchets,"Research and production of renewable fuels and carbon dioxide through transformation of carbon-containing materials and waste
"
CDA DEVELOPPEMENT,https://cda-developpement.fr/,,
CAE FRANCE,NA,"CAE France SAS est une filiale du groupe canadien CAE Inc. leader mondial dans les systemes de simulation aéronautique. Fort d’une expérience de 75 ans, notre société opere plus de 300 simulateurs de vols, 170 avions-école et dispose de pres de 60 centres de formation dans le monde. Acteur aéronautique reconnu, nous délivrons 1 million d’heures de formation par an. CAE France dispose dans la région Nouvelle-Aquitaine de dix simulateurs sur deux bases de l’Armée de l’Air et de l‘Espace (Cazaux et Cognac), d’un centre de formation pour les mécaniciens d’avions Falcon a Mérignac et conduit la formation initiale des pilotes de transport de la Luftwaffe a Montpellier en Occitanie.","CAE France SAS is a subsidiary of the Canadian group CAE Inc., the world leader in aeronautical simulation systems. With 75 years of experience, our company operates more than 300 flight simulators, 170 trainers and nearly 60 training centres worldwide. A recognized aeronautical player, we deliver 1 million hours of training per year. In the Nouvelle-Aquitaine region, CAE France has ten simulators at two Air Force and Space bases (Cazaux and Cognac), a training centre for Falcon a Mérignac aircraft mechanics and conducts initial training for Luftwaffe transport pilots in Montpellier in Occitanie.
"
BAYAB INDUSTRIES,https://bayab.fr,"BAYAB Industries est une PME spécialisée dans l’étude, le développement, la fabrication et la commercialisation de procédés, machines, équipements et prestations liés a l’usinage par jet d’eau abrasif, et la réparation de matériaux composites. BAYAB Industries s’adresse a toute industrie mécanique de haute technologie, en particulier au secteur aéronautique (OEMs et MROs) et a la maintenance de composites. En particulier, BAYAB Industries présente Reply.5, le premier robot portable au monde dédié a l’usinage de réparation des matériaux composites. Reply.5 et son procédé unique, retenus par AIRBUS pour la réparation du fuselage composite de l’A350, sont qualifiés pour les réparations en service (SRM) et les réparations en cours de fabrication (AIPI/AIPS).","BAYAB Industries is an SME specialized in studying, developing, manufacturing and selling processes, machines, equipment and services related to abrasive waterjet machining and composite repair. BAYAB Industries addresses high technology mechanical industries, especially on composite maintenance and aeronautic sectors (OEMs and MROs). In this industrial and technological adventure, BAYAB Industries is proud to present REPLY.5, the first worldwide portable robot dedicated to composite repair machining. REPLY.5 and its unique process, retained by AIRBUS for A350 fuselage repair, are qualified for in service repair (SRM) and manufacturing repair (AIPI/AIPS)."
BASSETTI,https://bassetti-group.com,"BASSETTI édite et integre TEEXMA®, logiciel destiné a capitaliser les données techniques des entreprises industrielles dans un environnement de travail collaboratif. Outre la gestion de données, TEEXMA® permet de valoriser les savoir-faire techniques a forte valeur ajoutée. Associé a ce métier d’édition, elle propose des prestations de conseil dans le domaine de la gestion des connaissances de l’entreprise. La gestion des données techniques est essentielle pour les entreprises, c’est pourquoi, le Management de l’Expertise Technique® s’emploie a mettre en ouvre des méthodes, des processus et des outils visant a structurer, capitaliser et diffuser les données techniques a forte valeur ajoutée au sein de l’entreprise","Providing IT and consulting services to companies across the world, BASSETTI is a recognized market leader in addressing client’s needs to improve the way internal knowledge is structured and diffused within an organization. Through the concept of Technical Expertise Management®, BASSETTI works closely with the engineering, research, and scientific departments of businesses to ensure the successful accomplishment of their technical goals. BASSETTI is the developer of the software TEEXMA®; an application that is entirely customizable to the needs of each individual client while offering a multitude of features designed to structure and capitalize technical data. BASSETTI currently provides the software TEEXMA® to over 100,000 users worldwide, and works with more than 200 industry leading companies such as Total, DELPHI Automotive, and Airbus. Learn more about what BASSETTI can offer for your company at http://www.bassetti.fr/en/"
BA FRANCE,https://broetje-automation.de/fr/unternehmen/,"Depuis plus de 20 ans, notre Bureau d’Etudes conçoit et réalise des outillages spécifiques pour l’industrie aéronautique. Nous proposons des solutions adaptées et innovantes pour répondre a vos défis opérationnels. Notre Supply Chain fiabilisée, nos moyens de production et notre équipe projet sont les garants de notre réactivité et de notre performance. Nos équipes, flexibles et créatives, ont démontré la solidité et l’innovation de nos solutions, fournissant plus de 25 000 outillages a travers le monde ( USA, Europe, Asie...). Filiale de Broetje-Automation GmbH, leader dans l’intégration de lignes d’assemblage aéronautique, nous sommes proches des acteurs majeurs aéronautiques a Toulouse, Saint Nazaire et Mobile Alabama.","For more than 20 years, our Design Office has been developing and realising specific tools required by the aerospace industry. M-Technologie proposes adapted and innovative solutions to meet your operational challenges. Our proven and reliable supply chain, our production facilities and our strong project management guarantee our responsiveness and our performance. Our flexible and innovative teams have proven the robustness and scope of our solutions thanks to the delivery of more than 25 000 tools worldwide (USA, Europe, Asia…). Member of Broetje-Automation GmbH, leader in the aerospace assembly lines, we are close to the major aerospace decision-makers in Toulouse, Saint Nazaire and Mobile Alabama USA."
AZUR DRONES,https://azurdrones.com,"Azur Drones est l'un des leaders mondiaux du drone autonome résident. La société développe, produit et déploie le systeme SKEYETECH, une solution de drone sans télépilote conçue pour renforcer la sécurité et soutenir les opérations sur les sites sensibles. Grâce a sa station d'accueil, SKEYETECH est opérationnel 24h/24 7j/7 pour réaliser des missions de levées de doutes, des rondes périmétriques, des routines d’inspection ou encore des mesures de gaz ou de radioactivité. SKEYETECH est aujourd'hui l’un des systemes de drones autonomes les plus déployés au monde avec plus de 250 utilisateurs et 25 000 vols opérationnels. Basée a Bordeaux, Paris et Dubai, Azur Drones collabore avec les plus grands donneurs d’ordres en Europe et au Moyen-Orient.","Azur Drones is one of the world leaders in drone-in-a-box solutions. The company develops, produces and deploys the SKEYETECH system, a remote-controlled autonomous drone solution designed to enhance security and support operations on sensitive sites. Thanks to its docking station, SKEYETECH is operational 24/7, to carry out missions such as suspicion surveys, perimeter rounds, inspection routines, gas or radioactivity measurements. SKEYETECH is today one of the most deployed drone-in-a-box systems in the world with more than 250 users and 25,000 operational flights. Based in Bordeaux, Paris and Dubai, Azur Drones collaborates with well-established contractors in Europe and the Middle East."
