Order,URL,TitleEN,ScienceBranchID,Authors,Abstract,Keywords
176,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00576150%21RIV24-AV0-67985556,On the coincidence of measure-based decomposition and superdecomposition integrals,10101,"Li, J.;Mesiar, Radko;Ouyang, Y.","This paper introduces two types of preorders on the system of all non-empty sets of collections (i.e., the set of all decomposition systems) based on a fixed monotone measure mu. Each of them refines the previous two kinds of preorders of decomposition systems. By means of these two new preorders of decomposition systems we investigate the coincidences of decomposition integrals and that of superdecomposition integrals, respectively. The generalized integral equivalence theorem is shown in the general framework involving an ordered pair of decomposition systems. This generalized theorem includes as special cases all the previous results related to the coincidences among the Choquet integral, the concave (or convex) integral and the pan-integrals. Thus, a unified approach to the coincidences of several well-known decomposition and superdecomposition integrals is presented.",monotone measure;decomposition integral;Choquet integral;concave integral;Pan integral
177,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00576153%21RIV24-AV0-67985556,On the coincidence of the pan-integral and the Choquet integral,10101,"Li, J.;Mesiar, Radko;Ouyang, Y.;Wu, L.","We introduce the concept of weak (M)-property of a monotone measure and prove that this condition is not only sufficient, but also necessary for the coincidence of the pan-integral and the Choquet integral on monotone measure spaces. The previous results we obtained are substantially improved. An open problem concerning the weak (M)-property is raised.",monotone measure;(M)-property;weak (M)-property;Choquet integral;Pan integral
178,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00571170%21RIV24-TA0-67985556,On the contact tracing for COVID-19: A simulation study,10103,"Berec, Luděk;Diviák, T.;Kuběna, Aleš Antonín;Levínský, René;Neruda, Roman;Suchopárová, Gabriela;Šlerka, Josef;Šmíd, Martin;Trnka, J.;Tuček, V.;Vidnerová, Petra;Zajíček, Milan","Background:nContact tracing is one of the most effective non-pharmaceutical interventions in the COVID-19 pandemic. This study uses a multi-agent model to investigate the impact of four types of contact tracing strategies to prevent the spread of COVID-19.nMethods:nIn order to analyse individual contact tracing in a reasonably realistic setup, we construct an agent-based model of a small municipality with about 60.000 inhabitants (nodes) and about 2.8 million social contacts (edges) in 30 different layers. Those layers reflect demographic, geographic, sociological and other patterns of the TTWA (Travel-to-work-area) Hodonín in Czechia. Various data sources such as census, land register, transport data or data reflecting the shopping behaviour, were employed to meet this purpose. On this multi-graph structure we run a modified SEIR model of the COVID-19 dynamics. The parameters of the model are calibrated on data from the outbreak in the Czech Republic in the period March to June 2020. The simplest type of contact tracing follows just the family, the second tracing version tracks the family and all the work contacts, the third type finds all contacts with the family, work contacts and friends (leisure activities). The last one is a complete (digital) tracing capable of recalling any and all contacts.nWe evaluate the performance of these contact tracing strategies in four different environments. First, we consider an environment without any contact restrictions (benchmark), second with strict contact restriction (replicating the stringent non-pharmaceutical interventions employed in Czechia in the spring 2020), third environment, where the measures were substantially relaxed, and, finally an environment with weak contact restrictions and superspreader events (replicating the situation in Czechia in the summer 2020).nFindings:nThere are four main findings in our paper. 1. In general, local closures are more effective than any type of tracing. 2. In an environment with strict contact restrictions there are only small differences among the four contact tracing strategies. 3. In an environment with relaxed contact restrictions the effectiveness of the tracing strategies differs substantially. 4. In the presence of superspreader events only complete contact tracing can stop the epidemic.",epidemiological model;agent-based model;non-pharmaceutical interventions
179,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00574144%21RIV24-AV0-67985556,On the Isolated Calmness Property of Implicitly Defined Multifunctions,10101,"Gfrerer, H.;Outrata, Jiří","The paper deals with an extension of the available theory of SCD (subspace containing derivatives) mappings to mappings between spaces of different dimensions. This extension enables us to derive workable sufficient conditions for the isolated calmness of implicitly defined multifunctions around given reference points. This stability property differs substantially from isolated calmness at a point and, possibly in conjunction with the Aubin property, offers a new useful stability concept. The application area includes a broad class of parameterized generalized equations, where the respective conditions ensure a rather strong type of Lipschitzian behavior of their solution maps.",Strong metric subregularity and isolated calmness on a neighborhood;generalized derivatives;semismoothness*;implicit multifunctions
180,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00573617%21RIV24-AV0-67985556,On the relationship between graphical and compositional models for the Dempster-Shafer theory of belief functions,10101,"Jiroušek, Radim;Kratochvíl, Václav;Shenoy, P. P.","This paper studies the relationship between graphical and compositional models representing joint belief functions. In probability theory, the class of Bayesian networks (directed graphical models) is equivalent to compositional models. Such an equivalence does not hold for the Dempster-Shafer belief function theory. We show that each directed graphical belief function model can be represented as a compositional model, but the converse does not hold. As there are two composition operators for belief functions, there are two types of compositional models. In studying their relation to graphical models, they are closely connected. Namely, one is more specific than the other. A precise relationship between these two composition operators is described.",joint belief functions;conditional independence;Markov models;composition operators;Dempster’s combination rule;conditionals
181,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00569933%21RIV24-AV0-67985556,On the SCD semismooth* Newton method for generalized equations with application to a class of static contact problems with Coulomb friction,10101,"Gfrerer, H.;Mandlmayr, M.;Outrata, Jiří;Valdman, Jan","In the paper, a variant of the semismooth* Newton method is developed for the numerical solution of generalized equations, in which the multi-valued part is a so-called SCD (subspace containing derivative) mapping. Under a rather mild regularity requirement, the method exhibits (locally) superlinear convergence behavior. From the main conceptual algorithm, two implementable variants are derived whose efficiency is tested via a generalized equation modeling a discretized static contact problem with Coulomb friction.",Newton method;semismoothness*;Subspace containing derivative;Generalized equation;Signorini problem with Coulomb friction
182,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00569632%21RIV24-AV0-67985556,Optimal Activation Function for Anisotropic BRDF Modeling,20205,"Mikeš, Stanislav;Haindl, Michal","We present   simple and fast neural anisotropic   Bidirectional Reflectance Distribution Function (NN-BRDF) efficient models, capable of accurately estimating unmeasured combinations of illumination and viewing angles from sparse Bidirectional Texture Function (BTF) measurement of neighboring points in the illumination/viewing hemisphere. Our models are optimized for the best-performing activation function from nineteen widely used nonlinear functions and can be directly used in rendering. We demonstrate  that the activation function significantly influences the modeling precision. The models enable us to reach significant time and cost-saving in not trivial and costly BTF measurements while maintaining acceptably low modeling error. The presented models learn well, even  from only three percent of the original BTF measurements, and we can prove this by precise evaluation of the modeling error, which is smaller than the errors of alternative analytical BRDF models.",Anisotropic BRDF models;neural network;activation function;BTF
183,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00572571%21RIV24-AV0-67985556,Optimized 8-Parameter Relay-Based Delayed Thermal Process Model Identification via Saturated Relay and Artificial Delay,20205,"Pekař, L.;Kuklišová Pavelková, Lenka;Matušů, R.","This study aims at an extension and substantial improvement of the recently published relay-feedback parameter identification of an infinite-dimensional system thermal process model. The original procedurenhas applied the standard on/off relay to get a simplified model. Then, the dominant pole assignment has given rise to the process model characteristic quasi-polynomial via the Levenberg-Marquardt algorithm.nFinally, the same optimization tool has been used to determine transfer function numerator parameters. On the contrary, a saturated relay is used to receive an improved initial simplified-model estimation in thisncontribution. As the process model in question has eight unknown parameters, a doubled relay test with artificial delay is made, which enables the estimation of all the parameters simultaneously. Moreover, thenNelder-Mead algorithm is used as the optimization tool. A numerical example validates an enhanced estimation in time and frequency domains.",Artificial delay;Infinite-dimensional model;Nelder-Mead algorithm;Relay-based identification
184,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00569998%21RIV23-AV0-67985556,Output-Feedback Model Predictive Control Using Set of State Estimates,10201,"Kuklišová Pavelková, Lenka;Belda, Květoslav","The paper deals with an algorithm of output-feedback model predictive control (MPC) where the required point state estimate is selected from the set of possible estimates. The involved state estimator is based on an approximate uniform Bayesian filter. In the paper, there are compared conservative mean and progressive composite state estimates. The proposed method is illustrated by the motion control of a specific robotic system.",output-feedback control;model predictive control;state estimation;Bayesian methods;robotic system;bounded disturbances
185,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00574863%21RIV24-AV0-67985556,Particle Swarm Optimisation for Model Predictive Control Adaptation,20204,"Belda, Květoslav;Kuklišová Pavelková, Lenka","This paper is focused on parameter identification for Model Predictive Control (MPC). Two identification techniques for parameters of Auto Regressive model with eXogenous input (ARX model) are considered: namely the identification based on Particle Swarm Optimisation (PSO) and Least Square (LS) method. PSO is investigated and LS is presented in square-root form as a reference method for comparison, respectively. The following points are elaborated and discussed: i) parameters’ estimation of ARX model, ii) design of PSO and LS procedures, iii) design of data-driven MPC algorithm in square-root form, iv) concept of possible use of PSO for semiautomatic fine tuning or retuning of MPC parameters. The proposed theoretical procedures are demonstrated using simply reproducible simulation experiments. Application possibilities are discussed towards robotics and mechatronics.",data-driven modelling;parameter estimation;particle swarm optimisation;predictive control
186,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00574015%21RIV24-AV0-67985556,Point-mass filter with functional decomposition of transient density and two-level convolution,20205,"Straka, O.;Duník, J.;Tichavský, Petr","The paper deals with Bayesian state estimation using the point-mass filter with a particular focus on the prediction step involving the convolution of two grids of points. To reduce the computational costs of the step, a functional decomposition-based convolution was proposed by Tichavský et al. (2022), which approximates the transient probability density function (PDF) over an approximation region. This paper addresses the problem of having spacious grids of points due to state uncertainty while the approximation region is kept small to preserve low computational complexity. A two-level convolution is proposed based on splitting the grids into sub-grids and processing the convolution in the upper level for the sub-grids and in the lower level for their points. A numerical example demonstrates the efficiency of the proposed technique.",bayesian methods;state estimation;transient density
187,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00571169%21RIV24-AV0-67985556,Preconditioning for the integration of a spatiotemporal pharmacodynamic system,10101,"Duintjer Tebbens, Jurjen;Lanzendörfer, M.;Matonoha, Ctirad;Papáček, Štěpán","We address efficient modeling of the intracellular action of a drug binding to the nuclear pregnane X receptor. The binded complex enters the cell nucleus and acts on DNA, resulting in enhanced production of an enzyme which metabolizes, among others, co-administered drugs. Pharmacodynamic modeling is traditionally based on a compartmental approach, which simplifies the complex processes in the human body through the definition of a small number of compartments representing organs, tissues, cells, cytoplasm or abstract units. Inside a compartment, the concentrations of all substances are assumed to be distributed homogeneously, i.e. there is no spatial dependence. They lead to a system of ODEs for the time-dependence of the concentrations of the active substances. We will present an extension of a model from the literature for the action of the tuberculose-drug Rifampicin. The extension consists of a first attempt to add spatial resolution for substances that are active in the cytoplasm. Spatial resolution can be benecifial to analyze important issues like, among others, local exceeding of toxic drug levels, delay of transport and drug-drug interactions. We address efficient solution of the linear systems arising when numerically integrating the resulting PDE's and consider some preconditioning techniques based on properties of the underlying biochemical network.",Pharmacodynamic modeling;ODEs;PDEs;pharmacotherapy;preconditioning;spatial resolution
188,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00569490%21RIV24-AV0-67985556,Prediction of overdispersed count data using real-time cluster-based discretization of explanatory variables,10103,"Uglickich, Evženie;Nagy, Ivan","The chapter focuses on the description of the relationship of the count variable and explanatory Gaussian variables. The cluster-based model is proposed, which is constructed on conditionally independent Gaussian clusters captured in real time using  recursive algorithms of the Bayesian mixture estimation theory. The resulting model is expected to be used for predicting  count data using real time Gaussian observations. The Poisson distribution of the count data is used as a basic model. However, in reality, count data often do not satisfy the Poisson assumption of equal mean and variance. For this case,  five  cluster-based Poisson-related models of overdispersed data have been studied. The experimental part of the chapter demonstrates a comparison of the prediction accuracy of the considered models with two theoretical counterparts  for the case of weak and strong overdispersion with the help of simulations. The paper reports that the most accurate prediction in average has been provided by the cluster-based Generalized Poisson models.",Cluster-based model;Count data;Overdispersion;Recursive Bayesian mixture estimation
189,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00572279%21RIV24-AV0-67985556,Predictive performance of multi-model ensemble forecasts of COVID-19 across European nations,10103,"Sherratt, K.;Gruson, H.;Grah, R.;Tuček, Vít;Šmíd, Martin;Zajíček, Milan","BACKGROUND: Short-term forecasts of infectious disease contribute to situational awareness and capacity planning. Based on best practice in other fields and recent insights in infectious disease epidemiology, one can maximise forecasts’ predictive performance by combining independent models into an ensemble. Here we report the performance of ensemble predictions of COVID-19 cases and deaths across Europe from March 2021 to March 2022. METHODS: We created the European COVID-19 Forecast Hub, an online open-access platform where modellers upload weekly forecasts for 32 countries with results publicly visualised and evaluated. We created a weekly ensemble forecast from the equally-weighted average across individual models' predictive quantiles. We measured forecast accuracy using a baseline and relative Weighted Interval Score (rWIS). We retrospectively explored ensemble methods, including weighting by past performance. RESULTS: We collected weekly forecasts from 48 models, of which we evaluated 29 models alongside the ensemble model. The ensemble had a consistently strong performance across countries over time, performing better on rWIS than 91% of forecasts for deaths (N=763 predictions from 20 models), and 83% forecasts for cases (N=886 predictions from 23 models). Performance remained stable over a 4-week horizon for death forecasts but declined with longer horizons for cases. Among ensemble methods, the most influential choice came from using a median average instead of the mean, regardless of weighting component models. CONCLUSIONS: Our results support combining independent models into an ensemble forecast to improve epidemiological predictions, and suggest that median averages yield better performance than methods based on means. We highlight that forecast consumers should place more weight on incident death forecasts than case forecasts at horizons greater than two weeks. FUNDING: European Commission, Ministerio de Ciencia, Innovación y Universidades, FEDER66666 - Agència de Qualitat i Avaluació Sanitàries de Catalunya - Netzwerk Universitätsmedizin - Health Protection Research Unit - Wellcome Trust - European Centre for Disease Prevention and Control - Ministry of Science and Higher Education of Poland - Federal Ministry of Education and Research - Los Alamos National Laboratory - German Free State of Saxony - NCBiR - FISR 2020 Covid-19 I Fase - Spanish Ministry of Health / REACT-UE (FEDER) - National Institutes of General Medical Sciences - Ministerio de Sanidad/ISCIII - PERISCOPE European H2020 - PERISCOPE European H2021 - InPresa - National Institutes of Health, NSF, US Centers for Disease Control and Prevention, Google, University of Virginia, Defense Threat Reduction Agency.",modelling;forecast;COVID-19;Europe;ensemble;prediction
190,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00561032%21RIV24-AV0-67985556,"Quantile Spectral Beta: A Tale of Tail Risks, Investment Horizons, and Asset Prices",50206,"Baruník, Jozef;Nevrla, Matěj","This article investigates how two important sources of risk-market tail risk (TR) and extreme market volatility risk-are priced into the cross-section of asset returns across various investment horizons. To identify such risks, we propose a quantile spectral (QS) beta representation of risk based on the decomposition of covariance between indicator functions that capture fluctuations over various frequencies. We study the asymptotic behavior of the proposed estimators of such risk. Empirically, we find that TR is a short-term phenomenon, whereas ex- treme volatility risk is priced by investors in the long term when pricing a cross- section of individual stocks. In addition, we study popular industry, size and value, profit, investment, or book-to-market portfolios, as well as portfolios constructed from various asset classes, portfolios sorted on cash flow duration, and other strategies. These results reveal that tail-dependent and horizon-specific risks are priced heterogeneously across datasets and are important sources of risk for investors.",cross-sectional return variation;downside risk;frequency;investment horizons;spectral risk;tail risk
191,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00575756%21RIV24-AV0-67985556,Real-Time Wheel Detection and Rim Classification in Automotive Production,10201,"Staněk, R.;Kerepecký, Tomáš;Novozámský, Adam;Šroubek, Filip;Zitová, Barbara;Flusser, Jan","This paper proposes a novel approach to real-time automatic rim detection, classification, and inspection by combining traditional computer vision and deep learning techniques. At the end of every automotive assembly line, a quality control process is carried out to identify any potential defects in the produced cars. Common yet hazardous defects are related, for example, to incorrectly mounted rims. Routine inspections are mostly conducted by human workers that are negatively affected by factors such as fatigue or distraction. We have designed a new prototype to validate whether all four wheels on a single car match in size and type. nAdditionally, we present three comprehensive open-source databases, CWD1500, WHEEL22, and RB600, for wheel, rim, and bolt detection, as well as rim classification, which are free-to-use for scientific purposes.",Detection;Classification;Automotive
192,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00575874%21RIV24-AV0-67985556,Relaxation of functionals with linear growth: Interactions of emerging measures and free discontinuities,10101,"Krömer, Stefan;Kružík, Martin;Zappale, E.","For an integral functional defined on functions (u, v) ∈ W1,1 × L1 featuring a prototypical strong interaction term between u and v, we calculate its relaxation in the space of functions with bounded variations and Radon measures. Interplay between measures and discontinuities bring various additional difficulties, and concentration effects in recovery sequences play a major role for the relaxed functional even if the limit measures are absolutely continuous with respect to the Lebesgue one.",Lower semicontinuity;nonreflexive spaces;relaxation;concentration effects
193,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00570900%21RIV24-AV0-67985556,Robust Online Modeling of Counts in Agent Networks,20205,"Žemlička, R.;Dedecius, Kamil","Many real-world processes of interest produce nonnegative integer values standing for counts. For instance, we count packets in computer networks, people in monitored areas, or particles incident on detectors. Often, the ultimate goal is the modeling of these counts. However, standard techniques are computationally demanding and sensitive to the amount of available information. In our quest to solve the objective, we consider two prominent features of the contemporary world: online processing of streaming data, and the rapidly evolving ad-hoc agent networks. We propose a novel algorithm for a collaborative online estimation of the zero-inflated Poisson mixture models in diffusion networks. Its main features are low memory and computational requirements, and the capability of running in inhomogeneous networks. There, the agents possibly observe different processes, and locally decide which of their neighbors provide useful information. Two simulation examples demonstrate that the algorithm attains good stability and estimation performance even under slowly varying parameters.",Diffusion;Distributed estimation;Poisson regression
194,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00569003%21RIV24-AV0-67985556,A Year with Pandemics COVID-19 : a half-time reflection,10103,"Diviák, T.;Šlerka, J.;Šmíd, Martin;Zajíček, Milan","The book is a collection of the conference organized by the Center for Modeling Social and Biological Processes (BISOP) in mid-June 2021, so it is a kind of snapshot of the state of affairs, knowledge and social discussion at the time of its holding. The first part presents general texts that readers can use to orient themselves in the issue. In the second part, you can find contributions devoted to specific problems arising in connection with the pandemic from the point of view of mathematical modeling, logistics, psychology and sociology. The contributions in the final part are devoted to the evaluation of the effects of the pandemic and the possibilities of learning from them. It is up to the reader to judge what of the book's content has stood the test of time and what has not, in any case it is an interesting document about the workings of a scientific initiative.",COVID-19;pandemy;BISOP
195,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00578058%21RIV24-AV0-67985556,Rotation-based schedules in elementary schools to prevent COVID-19 spread: a simulation study,10103,"Brom, C.;Diviák, T.;Drbohlav, J.;Korbel, Václav;Levínský, René;Neruda, Roman;Kadlecová, Gabriela;Šlerka, J.;Šmíd, Martin;Trnka, J.;Vidnerová, Petra","Rotations of schoolchildren were considered as a non-pharmacological intervention in the COVID-19 pandemic. This study investigates the impact of different rotation and testing schedules. We built an agent-based model of interactions among pupils and teachers based on a survey in an elementary school in Prague, Czechia. This model contains 624 schoolchildren and 55 teachers and about 27 thousands social contacts in 10 layers. The layers reflect different types of contacts (classroom, cafeteria, etc.) in the survey. On this multi-graph structure we run a modified SEIR model of covid-19 infection. The parameters of the model are calibrated on data from the outbreak in the Czech Republic in spring 2020. Weekly rotations of in-class and distance learning are an effective preventative measure in schools reducing the spread of covid-19 by 75–81% . Antigen testing twice a week or PCR once a week significantly reduces infections even when using tests with a lower sensitivity. The structure of social contacts between pupils and teachers strongly influences the transmission. While the density of contact graphs for older pupils is 1.5 times higher than for younger pupils, the teachers’ network is an order of magnitude denser. Teachers moreover act as bridges between groups of children, responsible for 14–18% of infections in the secondary school compared to 8–11% in the primary school. Weekly rotations with regular testing are a highly effective non-pharmacological intervention for the prevention of covid-19 spread in schools and a way to keep schools open during an epidemic.",agent-based model;covid-19;epidemiological modelling;SEIR
196,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00583788%21RIV24-AV0-67985556,Safe havens for Bitcoin,50206,"Nedvěd, M.;Krištoufek, Ladislav","We examine whether gold, crude oil, and stock markets could serve as safe havens for Bitcoin. As an investor into cryptoassets faces high risk when holding for longer periods and might be interested in diversifying and hedging outside of cryptoassets, these traditional assets might be of interest. We find that Bitcoin moves together with the stock markets but oil and gold can serve as safe havens. Specifically gold is identified as a strong safe haven for Bitcoin. In addition, we describe the evolution of the stocks–Bitcoin nexus which unveils in the safe haven discussion. Our results aim to lay foundations for further discussions into the topic of safe havens for cryptoassets as these are becoming increasingly standard part of investors’ portfolios, being it institutional or retail, and thus protection against their extreme movements and diversifications of their risk will play an important role in the investors’ decision making.",Cryptoassets;Bitcoin;Safe haven;Gold
197,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00574864%21RIV24-AV0-67985556,Sensor Fusion for Power Line Sensitive Monitoring and Load State Estimation,20201,"Schimmack, M.;Belda, Květoslav;Mercorelli, P.","This paper deals with a specific approach to fault detection in transformer systems using the extended Kalman filter (EKF). Specific faults are investigated in power lines where a transformer is connected and only the primary electrical quantities, input voltage, and current are measured. Faults can occur in either the primary or secondary winding of the transformer. Two EKFs are proposed for fault detection. The first EKF estimates the voltage, current, and electrical load resistance of the secondary winding using measurements of the primary winding. The model of the transformer used is known as mutual inductance. For a short circuit in the secondary winding, the observer generates a signal indicating a fault. The second EKF is designed for harmonic detection and estimates the amplitude and frequency of the primary winding voltage. This contribution focuses on mathematical methods useful for galvanic decoupled soft sensing and fault detection. Moreover, the contribution emphasises how EKF observers play a key role in the context of sensor fusion, which is characterised by merging multiple lines of information in an accurate conceptualisation of data and their reconciliation with the measurements. Simulations demonstrate the efficiency of the fault detection using EKF observers.",soft sensing;fault detection;state estimation of electrical systems;transformers
198,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00583575%21RIV24-AV0-67985556,Some Robust Approaches to Reducing the Complexity of Economic Data,10103,"Kalina, Jan","The recent advent of complex (and potentially big) data in economics requires modern and effective tools for their analysis including tools for reducing the dimensionality (complexity) of the given data. This paper starts with recalling the importance of Big Data in economics and with characterizing the main categories of dimension reduction techniques. While there have already been numerous techniques for dimensionality reduction available, this work is interested in methods that are robust to the presence of outlying measurements (outliers) in the economic data. Particularly, methods based on implicit weighting assigned to individual observations are developed in this paper. As the main contribution, this paper proposes three novel robust methods of dimension reduction. One method is a dimension reduction within a robust regularized linear regression, namely a sparse version of the least weighted squares estimator. The other two methods are robust versions of feature extraction methods popular in econometrics: robust principal component analysis and robust factor analysis.",dimensionality reduction;Big Data;variable selection;robustness;sparsity
199,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00583644%21RIV24-AV0-67985556,Statistical Method Selection Matters: Vanilla Methods in Regression May Yield Misleading Results,10103,"Kalina, Jan","The primary aim of this work is to illustrate the importance of the choice of the appropriate methods for the statistical analysis of economic data. Typically, there exist several alternative versions of common statistical methods for every statistical modeling tasknand the most habitually used (“vanilla”) versions may yield rather misleading results in nonstandard situations. Linear regression is considered here as the most fundamental econometric model. First, the analysis of a world tourism dataset is presented, where the number of international arrivals is modeled for 140 countries of the world as a response of 14 pillars (indicators) of the Travel and Tourism Competitiveness Index. Heteroscedasticity is clearly recognized in the dataset. However, the Aitken estimator, which would be the standard remedy in such a situation, is revealed here to be very inappropriate. Regression quantiles represent a much more suitable solution here. The second illustration with artificial data reveals standard regression quantiles to be unsuitable for data contaminated by outlying values. Their recently proposed robust version turns out to be much more appropriate. Bothnillustrations reveal that choosing suitable methods represent an important (and often difficult) part of the analysis of economic data.",linear regression;assumptions;non-standard situations;robustness;diagnostics
200,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00573172%21RIV24-AV0-67985556,Stochastic approximation procedures for Lévy-driven SDEs,10103,"Seidler, Jan;Týbl, O.",A continuous-time Robbins-Monro-type stochastic approximation procedure for a system described by  multidimensional stochastic differential equation driven by a general Lévy process is studied.,stochastic approximation algorithms;Lévy-driven stochastic differential equations
201,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00575211%21RIV24-AV0-67985556,Stochastic primitive equations with horizontal viscosity and diffusivity,10101,"Saal, M.;Slavík, Jakub","We establish the existence and uniqueness of pathwise strong solutions to the stochastic 3D primitive equations with only horizontal viscosity and diffusivity driven by transport noise on a cylindrical domain M=(-h,0)xG, G⊂R^2 bounded and smooth, with the physical Dirichlet boundary conditions on the lateral part of the boundary. Compared to the deterministic case where the uniqueness of z-weak solutions holds in L^2, more regular initial data are necessary to establish uniqueness in the anisotropic space H^1_z L^2_{xy} so that the existence of local pathwise solutions can be deduced from the Gyöngy-Krylov theorem. Global existence is established using the logarithmic Sobolev embedding, the stochastic Gronwall lemma and an iterated stopping time argument.",Horizontal viscosity;Multiplicative noise;Nonlinear stochastic PDE;Primitive equations
202,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00581903%21RIV24-AV0-67985556,Structural learning of mixed noisy-OR Bayesian networks,20202,"Vomlel, Jiří;Kratochvíl, Václav;Kratochvíl, F.","In this paper we discuss learning Bayesian networks whose conditional probability tables are either Noisy-OR models or general conditional probability tables. We refer to these models as Mixed Noisy-OR Bayesian Networks. To learn their structure, we modify the Bayesian Information Criterion used for standard Bayesian networks to reflect the number of parameters of a Noisy-OR model. We prove that the log-likelihood function of a Noisy-OR model has a unique maximum and adapt the EM-learning method for the leaky Noisy-OR model. We propose a structure learning algorithm that learns optimal Mixed Noisy-OR Bayesian Networks. We evaluate the proposed approach on synthetic data, where it performs substantially better than standard Bayesian networks. We perform experiments with Bipartite Noisy-OR Bayesian networks of different complexity to find out when the results of Mixed Noisy-OR Bayesian Networks are significantly better than the results of standard Bayesian networks and when they perform similarly. We also study how different penalties based on the number of model parameters affect the quality of the results. Finally, we apply the suggested approach to a problem from the domain of linguistics. Specifically, we use Mixed Noisy-OR Bayesian Networks to model the spread of loanwords in the South-East Asian Archipelago. We perform numerical experiments in which we compare the prediction ability of standard Bayesian networks with Mixed Noisy-OR Bayesian networks and test different pruning methods to reduce the number of parent sets considered.",Bayesian networks;Learning Bayesian networks;Linguistics;Loanwords
203,https://www.isvavai.cz/riv?s=jednoduche-vyhledavani&ss=detail&h=RIV%2F67985556%3A_____%2F23%3A00575785%21RIV24-AV0-67985556,Surface penalization of self-interpenetration in linear and nonlinear elasticity,10102,"Krömer, Stefan;Valdman, Jan","We analyze a term penalizing surface self-penetration, as a soft constraint for models of hyperelastic materials to approximate the Ciarlet-Nečas condition (almost everywhere global invertibility of deformations). For a linear elastic energy subject to an additional local invertibility constraint, we prove that the penalized elastic functionals converge to the original functional subject to the Ciarlet-Nečas condition. The approach also works for nonlinear models of non-simple materials including a suitable higher order term in the elastic energy, without artificial local constraints. Numerical experiments illustrate our results for a self-contact problem in 3d.",Elasticity;Global injectivity and self-contact;Locking constraints;Nonsimple materials;Ciarlet-Nečas-condition;Approximation
